pub,主题码,主题名,标题_中文,country,year
US20060173510A1,C37,神经调节刺激控制,用于检测，预防和/或治疗神经障碍的医疗装置及其相关方法,美国,2005
US20060190056A1,C37,神经调节刺激控制,向患者施加神经刺激的装置和方法,美国,2006
US20060293720A1,C37,神经调节刺激控制,闭环反馈驱动的神经调节,美国,2005
US20070208212A1,C37,神经调节刺激控制,控制受试者对癫痫发作的易感性,美国,2007
US20080004660A1,C37,神经调节刺激控制,改善认知功能的系统和方法,美国,2007
US20100023089A1,C37,神经调节刺激控制,控制受试者对癫痫发作的易感性,美国,2009
US20110009922A1,C37,神经调节刺激控制,改善认知功能的系统和方法,美国,2010
US20110313483A1,C37,神经调节刺激控制,使用诱发响应控制神经刺激的方法和装置,美国,2011
US20120310298A1,C37,神经调节刺激控制,用于检测、预防和/或治疗神经系统疾病医疗装置及其相关方法,美国,2012
US20130281890A1,C37,神经调节刺激控制,神经调节装置和方法,美国,2013
US20150051663A1,C37,神经调节刺激控制,基于电生理测试的经颅刺激装置和方法,美国,2014
US20150112409A1,C37,神经调节刺激控制,基于电生理测试的经颅刺激装置和方法,美国,2014
US20160001096A1,C37,神经调节刺激控制,用于优化神经调节的装置和方法及其应用,美国,2014
US2016220836A1,C37,神经调节刺激控制,用于将脑刺激锁相到脑电图节律的装置和方法,美国,2016
US2021365114A1,C37,神经调节刺激控制,神经接口,美国,2018
US20220347473A1,C37,神经调节刺激控制,用于颅骨/脑界面的系统，方法和装置,美国,2022
US20220355115A1,C37,神经调节刺激控制,神经刺激治疗的远程滴定,美国,2022
US20230211159A1,C37,神经调节刺激控制,基于实时脑电信号监测通过夹带同步振荡刺激脑电波的定制TACS装置和方法,美国,2022
US20250073502A1,C37,神经调节刺激控制,用于个性化超声神经调节的系统和方法,美国,2022
US20250114597A1,C37,神经调节刺激控制,精神状态调节头盔,美国,2024
US6016449A,C37,神经调节刺激控制,神经系统疾病治疗系统,美国,1997
US6128538A,C37,神经调节刺激控制,用于治疗神经障碍的装置和方法,美国,1999
US6134474A,C37,神经调节刺激控制,用于治疗神经系统疾病的可响应植入系统,美国,2000
US6339725B1,C37,神经调节刺激控制,通过迷走神经刺激调节脑神经可塑性方面的方法,美国,2000
US6459936B2,C37,神经调节刺激控制,响应性治疗神经障碍的方法,美国,2001
US6665562B2,C37,神经调节刺激控制,神经系统的自适应电场调制,美国,2000
US6873872B2,C37,神经调节刺激控制,神经系统的自适应电场调制,美国,2002
US7403820B2,C37,神经调节刺激控制,闭环反馈驱动神经调节,美国,2005
US7561918B2,C37,神经调节刺激控制,神经刺激器中的自动捕获,美国,2005
US7974696B1,C37,神经调节刺激控制,用于神经和代谢疾病最佳控制闭环自主神经调节,美国,2005
US8000794B2,C37,神经调节刺激控制,通过定时神经刺激影响神经功能和/或治疗神经功能障碍的方法和装置,美国,2004
US8116875B2,C37,神经调节刺激控制,植入式神经刺激系统,美国,2007
US8126562B2,C37,神经调节刺激控制,用于向患者施加神经刺激装置和方法,美国,2008
US8958882B1,C37,神经调节刺激控制,基于电生理测试的经颅刺激装置和方法,美国,2014
US9113801B2,C37,神经调节刺激控制,用于连续脑电图监测的方法和系统,美国,2006
US9119583B2,C37,神经调节刺激控制,通过感觉刺激和脑活动检测调节脑内神经元活动的方法,美国,2013
US9211408B2,C37,神经调节刺激控制,用于使用刺激或波形的复合模式进行神经调节的系统和方法,美国,2013
US9872990B2,C37,神经调节刺激控制,用于施加神经刺激的方法和装置,美国,2015
US9986933B2,C37,神经调节刺激控制,基于神经生理学的控制系统完整性验证,美国,2012
WO0141867A1,C37,神经调节刺激控制,自适应的电场调制的神经系统,世界知识产权组织,2000
WO2006019764A2,C37,神经调节刺激控制,系统和方法用于增强或影响神经刺激的效率和\/或效力,世界知识产权组织,2005
WO2022240355A1,C37,神经调节刺激控制,心理唤醒水平调节系统及方法,世界知识产权组织,2022
WO2023278199A1,C37,神经调节刺激控制,用于个性化超声神经调节的系统和方法,世界知识产权组织,2022
WO2024137287A1,C37,神经调节刺激控制,用于基于测量的神经信号优化神经刺激的系统和方法,世界知识产权组织,2023
WO2024229479A1,C37,神经调节刺激控制,多网络神经调节,世界知识产权组织,2024
WO2025101626A1,C37,神经调节刺激控制,用于治疗疾病的生成性神经刺激和神经调节的系统和方法,世界知识产权组织,2024
CN102469961A,C38,事件相关电位分析,语音清晰度评价系统、方法及其程序,中国,2011
CN103077206A,C38,事件相关电位分析,一种基于事件相关电位的图片语义分类搜索方法,中国,2012
CN103189001A,C38,事件相关电位分析,听觉事件相关电位测量系统、听觉事件相关电位测量方法及其计算机程序,中国,2012
CN103189001B,C38,事件相关电位分析,听觉事件相关电位测量系统、听觉事件相关电位测量方法,中国,2012
CN120523316A,C38,事件相关电位分析,-,中国,2025
KR102646182B1,C38,事件相关电位分析,包括佩戴患者的可佩戴EEG耳机和3D眼镜的EEG检测和神经刺激系统,韩国,2023
US20110152708A1,C38,事件相关电位分析,语音清晰度评估系统和方法及其程序,美国,2011
US20120072213A1,C38,事件相关电位分析,语音清晰度评估系统及其方法和程序,美国,2011
US20130039498A1,C38,事件相关电位分析,烦恼判断系统、装置、方法和程序,美国,2012
US2019125203A1,C38,事件相关电位分析,脑电图触发的资源分配查询系统,美国,2017
US8849391B2,C38,事件相关电位分析,语音清晰度评估系统及其方法和程序,美国,2011
WO2011155196A1,C38,事件相关电位分析,评价系统的语音声音听力，相同的方法和程序的相同,世界知识产权组织,2011
AU2020252190A1,C39,脑活动监测与解码,使用非侵入性脑接口系统和方法调节用户精神状态,澳大利亚,2020
CA3134153A1,C39,脑活动监测与解码,使用非侵入性脑接口系统和方法调节用户精神状态,加拿大,2020
CN102293647A,C39,脑活动监测与解码,一种联合脑电和功能磁共振信号的反馈系统,中国,2011
CN113677259A,C39,脑活动监测与解码,使用无创大脑界面系统和方法调制用户的心理状态,中国,2020
CN117058514A,C39,脑活动监测与解码,基于图神经网络的多模态脑影像数据融合解码方法和装置,中国,2023
CN117058514B,C39,脑活动监测与解码,基于图神经网络的多模态脑影像数据融合解码方法和装置,中国,2023
CN121743838A,C39,脑活动监测与解码,一种全模态脑信号基础大模型处理方法及系统,中国,2026
CN121743838B,C39,脑活动监测与解码,一种全模态脑信号基础大模型处理方法及系统,中国,2026
EP2679151A1,C39,脑活动监测与解码,定位脑活动的方法,欧洲专利局,2013
EP3946013A1,C39,脑活动监测与解码,使用非侵入性脑接口系统和方法调节用户精神状态,欧洲专利局,2020
IN202411022568A,C39,脑活动监测与解码,用于心理健康领域情绪状态评估与调节的脑机接口,印度,2024
JP2008229238A,C39,脑活动监测与解码,脑活性的分析方法和装置。,日本,2007
JP2019093008A,C39,脑活动监测与解码,估计脑中的网络活动的系统，网络中的脑活动的方法，网络程序的脑活动，以及学习模型脑活动,日本,2017
JP2022530143A,C39,脑活动监测与解码,基于产品诱发脑状态测量的产品配置评估的无创系统及方法,日本,2020
JP2022530745A,C39,脑活动监测与解码,使用非侵入性脑接口系统和方法调节用户的精神状态,日本,2020
KR20190090577A,C39,脑活动监测与解码,用于卵子信息库的系统及其操作方法,韩国,2018
US10786173B2,C39,脑活动监测与解码,使用脑电波的相似性评估方法、评估设备、评估系统和程序,美国,2015
US11006878B2,C39,脑活动监测与解码,使用非侵入性脑接口系统和方法调节用户精神状态,美国,2020
US11172869B2,C39,脑活动监测与解码,基于产品引发的脑状态测量的产品配方评估的非侵入性系统和方法,美国,2020
US11490851B2,C39,脑活动监测与解码,神经分析，神经诊断和治疗工具,美国,2017
US11801004B2,C39,脑活动监测与解码,用于颅内测量、刺激和生成脑状态模型的系统、方法和装置,美国,2019
US12070320B2,C39,脑活动监测与解码,神经肛门治疗、神经诊断和治疗工具,美国,2022
US20110313308A1,C39,脑活动监测与解码,使用脑活动模式与计算机通信的系统和方法,美国,2010
US20130204153A1,C39,脑活动监测与解码,基于用户的脑电波模式生成警报,美国,2012
US2013184558A1,C39,脑活动监测与解码,从脑活动解码感觉和认知信息的装置和方法,美国,2012
US2014163408A1,C39,脑活动监测与解码,用于分析心理和行为相关性的系统,美国,2013
US2017188932A1,C39,脑活动监测与解码,用于神经监测和辅助诊断的系统和方法,美国,2016
US20190269328A1,C39,脑活动监测与解码,用于调节生理状态的系统和方法,美国,2019
US20200337624A1,C39,脑活动监测与解码,基于产品引发的脑状态测量的产品配方评估的非侵入性系统和方法,美国,2020
US2020077915A1,C39,脑活动监测与解码,按摩机,美国,2019
US2020315510A1,C39,脑活动监测与解码,使用非侵入性脑接口系统和方法调节用户精神状态,美国,2020
US2021196173A1,C39,脑活动监测与解码,使用非侵入性脑接口系统和方法调节用户精神状态,美国,2021
US20220031225A1,C39,脑活动监测与解码,基于产品引发的脑状态测量的产品配方评估的非侵入性系统和方法,美国,2021
US2022274010A1,C39,脑活动监测与解码,电子游戏期间的脑活动追踪,美国,2022
US20230363690A1,C39,脑活动监测与解码,用于颅内测量、刺激和生成脑状态模型的系统、方法和设备,美国,2023
US61589748P0,C39,脑活动监测与解码,隐式时间锁定的用户界面,美国,2012
US62829124P0,C39,脑活动监测与解码,使用非侵入性脑接口系统和方法调节用户的精神状态,美国,2019
US8442626B2,C39,脑活动监测与解码,使用脑活动模式与计算机通信的系统和方法,美国,2010
WO2020205870A1,C39,脑活动监测与解码,使用非侵入性脑接口系统和方法调节用户精神状态,世界知识产权组织,2020
WO2020219402A1,C39,脑活动监测与解码,基于产品引发的脑状态测量的产品配方评估的非侵入性系统和方法,世界知识产权组织,2020
WO2022182526A1,C39,脑活动监测与解码,电子游戏期间的脑活动追踪,世界知识产权组织,2022
CN101234224A,C40,脑电虚拟现实交互,一种利用虚拟现实技术帮助用户进行训练康复的方法,中国,2008
CN105893780A,C40,脑电虚拟现实交互,基于vr交互与脑电波及脑血流监测的精神心理评估方法,中国,2016
CN105893780B,C40,脑电虚拟现实交互,基于vr交互与脑电波及脑血流监测的精神心理评估方法,中国,2016
CN106560765A,C40,脑电虚拟现实交互,一种虚拟现实中内容交互的方法和装置,中国,2016
CN107252317A,C40,脑电虚拟现实交互,一种基于脑电信号的情绪识别方法,中国,2017
CN107291248A,C40,脑电虚拟现实交互,一种基于虚拟现实的压力评测减压的系统及方法,中国,2017
CN107773254A,C40,脑电虚拟现实交互,一种测试用户体验的方法及装置,中国,2017
CN108056774A,C40,脑电虚拟现实交互,基于视频刺激材料的实验范式情绪分析实现方法及其装置,中国,2017
CN109316196A,C40,脑电虚拟现实交互,基于虚拟现实联合脑电监测的苯丙胺类兴奋剂渴求评估方法,中国,2018
CN109316196B,C40,脑电虚拟现实交互,基于虚拟现实联合脑电监测的苯丙胺类兴奋剂渴求评估方法,中国,2018
CN110221701A,C40,脑电虚拟现实交互,一种基于脑电波的虚拟现实场景用户安全保护方法,中国,2019
CN110522427A,C40,脑电虚拟现实交互,基于虚拟现实的民用飞行员执行控制力的监测系统及方法,中国,2019
