pub,title,title_zh,摘要_中文,申请日,app_year,country,pub_date,主IPC分类号,IPC分类号,数据来源,是否主路径
US20170189639A1,Method and Apparatus for Virtual Reality-Based Mindfulness Therapy,一种基于虚拟现实的正念治疗方法及装置,在一个实施例中，存在一种用于向用户递送治疗的计算机实现的方法，包括 : 向感官刺激设备提供表示初始感官刺激的数据，并使感官刺激设备向用户提供初始感官刺激； 从脑电活动传感器接收所述用户的α波生物测定数据，同时所述感觉刺激装置提供所述初始感觉刺激； 确定所述α波生物测定数据是否满足感觉刺激调节标准； 如果所述α波生物测定数据满足感官刺激调节标准，则通过向所述感官刺激装置提供表示调节后的感官刺激的数据并使所述感官刺激装置提供调节后的感官刺激来调节提供给所述用户的感官刺激； 并且如果α波生物测定数据不满足感官刺激调节标准，则继续使感官刺激装置向用户提供初始感官刺激。,2016-04-21,2016.0,US,2017-07-06,A61M21/02,A61M21/02; G06T19/00,incoPat,False
US20120245474A1,"SUBJECTIVE SIGNIFICANCE EVALUATION TOOL,  BRAIN ACTIVITY BASED",基于大脑活动的主观意义评估工具,一种用于确定在测试听觉或视觉刺激下呈现的人类对象的主观心理状态的方法和系统。 脑电图(EEG)记录单元连接到人类受试者，当呈现一个或多个测试刺激时记录受试者的EEG。 然后将记录的EEG信号转换成3-D图，以便可视化呈现测试刺激时活跃的脑区。 然后，将给定的测试刺激的三维图与中性和主观显著性刺激的参考三维图进行比较。,2011-12-07,2011.0,US,2012-09-27,A61B5/0205,A61B5/0205; A61B5/0484,incoPat,False
US20210282687A1,COGNITIVE ABILITY DETECTION APPARATUS AND COGNITIVE ABILITY DETECTION SYSTEM,认知能力检测装置和认知能力检测系统,认知能力检测装置(10)包括视觉信息获取单元(12)，脑信号获取单元(13)和检测单元(14)。 视觉信息获取单元(12)被配置为获取经受视频中包括的视觉刺激的对象的视觉信息。 脑信号取得部(13)取得被检体的脑信号。 检测单元(14)被配置为通过使用以下步骤从脑信号中检测事件相关电位： 作为起点，视频触发器基于视觉刺激的发生定时，从视觉信息中检测是否存在针对视觉刺激的注视点，并且检测对视觉刺激的认知能力水平。,2021-06-02,2021.0,US,2021-09-16,A61B5/18,A61B5/18; A61B5/00; A61B5/16; A61B5/375; A61B5/378; B60K35/00,incoPat,False
JP4465414B2,A method for controlling the device using the brain and brain interface system,一种方法用于控制该装置使用所述脑和脑接口系统,所述的控制方法用于一装置，包括步骤 : 呈现可视刺激关于一种用于一装置的操作菜单; 所述的视觉刺激后测量事件相关的电位被呈现，其中基于事件相关的电位的一个定时上呈现所述作为起始点被测量的视觉刺激从一个电极电位的每个之间的差值和至少一个参考电极分别戴在一个面和一个用户在一个耳的周边; 从每个所述测量的事件相关的电位，提取脑电数据，它是在5Hz或更小和包含一个预定的时间部分，和组合所述提取的脑电数据到脑电的特性数据; 比较所述脑电的特性在预先准备的数据与参考数据用于确定一个希望选择一个项目在该操作菜单; 以及，基于比较结果，执行一操作该装置的对应到该项目。,2009-06-26,2009.0,JP,2010-05-19,G06F3/01,G06F3/01; A61B5/0476; G06F3/038,incoPat,False
US10888241B2,Device and method to determine objectively visual memory of images,客观确定图像视觉记忆的装置和方法,用于确定受试者对图像的视觉识别概率的装置、系统和计算机可读介质，使用与视觉诱发电位（VEP）对应的脑电图（EEG）。该装置包括用于呈现与所述图像对应的一系列视觉刺激以诱发EEG信号的装置。图像的视觉刺激基于定时周期以定向序列呈现。提供至少一个棱镜用于放置在所述图像对应的一系列视觉刺激前方。响应于所述视觉刺激和放置在所述视觉刺激前方的所述棱镜而诱发的EEG信号由处理器记录和处理。生成与移位存在对应的VEP，从而提供受试者对图像视觉识别的客观统计可靠性。,2017-08-04,2017.0,US,2021-01-12,G06F3/147,G06F3/147; G02B7/18; G02B5/04; A61B5/00,BCI,False
WO2018026710A1,METHODS OF COGNITIVE FITNESS DETECTION AND TRAINING AND SYSTEMS FOR PRACTICING THE SAME,认知能力检测和训练的方法及系统,提供了评估和/或训练认知适应性的方法。本发明方法的方面通常涉及识别和观察神经活动，该神经活动是响应于受试者执行的认知任务的刺激或刺激序列而发生的事件的基础。因此，本发明方法通常包括向受试者呈现包含刺激或刺激序列的认知任务，并在受试者执行认知任务期间监测受试者的神经活动。这种神经活动的监测可至少部分地用于确定受试者的神经表现水平，该水平进而可以各种方式使用，例如作为认知适应性的评估，以定制随后呈现的认知任务来训练受试者的认知适应性等。还提供了用于实践本公开方法的系统和计算机可读介质。,2017-07-31,2017.0,WO,2018-02-08,A61B5/00,A61B5/04; A61B5/055; A61B5/0476; A61B5/00,BCI,False
CA2675507C,A method and apparatus for quantitatively evaluating mental states based on brain wave signal processing system,基于脑波信号处理系统定量评估精神状态的方法和设备,提供了一种无噪声便携式脑电图系统。该系统具有硬件和软件，可定量评估精神状态。精神状态及其水平的定量数据可应用于脑机接口的各个领域，包括消费产品、视频游戏、玩具、军事和航空航天，以及生物反馈或神经反馈。,2007-11-30,2007.0,CA,2016-09-06,G06F3/00,G06F3/00; A63F13/212; A61F4/00; A61B5/375,BCI,False
IL199953A,Method and apparatus for quantitatively evaluating mental states based on brain wave signal processing system,基于脑波信号处理系统定量评估精神状态的方法和装置,提供了一种无噪声便携式脑电图系统。该系统具有硬件和软件，并且可以定量评估精神状态。精神状态及其水平的定量数据可应用于脑机接口的各个领域，包括消费产品、视频游戏、玩具、军事和航空航天以及生物反馈或神经反馈。,2009-07-20,2009.0,IL,2013-11-28,A61B5/375,A61B5/375,BCI,False
CN113180663A,Emotion recognition method based on convolutional neural network and system thereof,一种基于卷积神经网络的情绪识别方法、系统,本发明公开了一种基于卷积神经网络的情绪识别方法及系统，该方法包括EEG信号采集设备采集用户的EEG信号，对EEG信号进行预处理后传输到数据分析系统；数据分析系统对EEG信号进行特征提取，传输至判断识别系统；判断识别系统通过卷积神经网络算法对用户情绪状态进行分类。该方法实现对脑波情绪状态检测的智能化，提高了检测准确率，降低检测时间，拓宽了检测的应用场景。,2021-04-07,2021.0,CN,2021-07-30,A61B5/16,A61B5/16; A61B5/372,incoPat,False
CN107007280A,Ultramicro scalp electrode array,一种超微头皮电极阵列,本发明涉及一种超微头皮电极阵列，其技术特点是：由超微头皮电极阵列模块和安装在超微头皮电极阵列模块内的一组超微头皮电极构成；超微头皮电极包括超微头皮电极头部、超微头皮电极体部、超微头皮电极尾部、电极线和弹簧，超微头皮电极头部、超微头皮电极体部、超微头皮电极尾部、电极线依次相连接，电极线另一端穿过超微头皮电极阵列模块表面并与上位设备相连实现信号传递功能，在超微头皮电极阵列模块内部设有电极仓，超微头皮电极尾部及弹簧安装电极仓，在电极仓下端设有电极滑动孔并与超微头皮电极阵列模块外部相通。本发明的电极数量及密度非常高且超微头皮电极采用全电磁屏蔽设计，可无创地获得清晰的脑电信号，其安装迅速、使用方便。,2017-05-02,2017.0,CN,2017-08-04,A61B5/0478,A61B5/0478,incoPat,False
US20030171689A1,System for detecting brain activity,一种检测脑活动的系统,一种用于识别大脑活动的系统(10)， 包括多个电极(14)， 所述电极设置在支撑结构(12)上以放置在人的头骨上， 所述电极(14)根据所述人的脑电波产生信号， 放大装置，用于放大由所述电极感测的电信号； 数据处理装置(26)，用于处理所述放大的信号，从所述信号中识别特定的精神状态并产生指示所识别的精神状态的信号；以及发送装置，用于将对应于所识别的精神状态的信号发送到计算机(22)。,2003-05-09,2003.0,US,2003-09-11,A61B5/04,A61B5/04; A61B5/0408; A61B5/0476; A61B5/0478; A61B5/16; G06F17/00,incoPat,False
CN114010197A,The invention discloses a dry-wet mixed electroencephalogram electrode based on a spatial dendritic network structure,一种基于空间树状网络结构的干湿混合脑电电极,本发明公开了一种基于空间树状网络结构的干湿混合脑电电极，包括套筒、电极和弹簧，所述套筒上设有竖向贯通的台阶孔，所述电极顶部设置在台阶孔的大孔径内部，所述弹簧固定在电极顶部与台阶孔的大孔径内部顶面之间；所述电极包括球头、球头杆、空间树状网络结构和电极头，所述球头铰设在台阶孔的大孔径内部，所述球头远离套筒的一端通过球头杆连接空间树状网络结构，所述空间树状网络结构包括多级横向分流杆。本发明的优点在于，本发明兼具湿电极的稳定、低阻抗电连接性能以及干电极的使用便利性；同时，高密度空间树状网络结构稳定的输运特性保证各末端电极头输出等量导电膏，保证电极头与头皮之间形成稳定局部导电膜。,2021-11-05,2021.0,CN,2022-02-08,A61B5/291,A61B5/291; A61B5/256; A61B5/386; A61B5/266,incoPat,False
WO2018204119A1,METHOD AND APPARATUS TO DETERMINE OPTIMAL BRAIN STIMULATION TO INDUCE DESIRED BEHAVIOR,方法和装置，以确定最佳的脑刺激以诱导期望的特性,所描述的是一种系统使用电流刺激诱导所希望的行为效果。一种电脑监控子系统包括监测电极用于检测脑活力，和脑刺激子系统包括刺激电极用于施加电流刺激。多尺度分布式数据注册到的图形表示。所述系统识别子图的图形表示中的子图映射到概念，生成概念格，它涉及概念的特征行为效果。最后，产生要施加的电流刺激行为，确定效果。,2018-04-23,2018.0,WO,2018-11-08,A61B5/375,A61B5/375,incoPat,False
